recordid;departmentname;regioncode;departmentcode;oktmodepartment;end_date;autokey
3177082130001827166;ДЧ ОМВД России по Ровеньскому р-ну;31;;;;MVDR23_DEPARTMENTS_3177082130001827166
3129921277301626661;"Отдел полиции № 10 ""Промышленный"" Управления министерства внутренних дел по городу Казани";16;;;;MVDR23_DEPARTMENTS_3129921277301626661
3136401205190727120;Отдел МВД России по г. Прокопьевску;42;;;;MVDR23_DEPARTMENTS_3136401205190727120
3176424727082177748;Старооскольский ЛОП Белгородского ЛО МВД России на транспорте;31;;;;MVDR23_DEPARTMENTS_3176424727082177748
3201171884364273359;ДЧ Отдела полиции № 5 (дислокация Орджоникидзевский район) Управления МВД России по г. Перми;59;;;;MVDR23_DEPARTMENTS_3201171884364273359
3136398328284059624;Отдел МВД России по г. Междуреченск;42;;;;MVDR23_DEPARTMENTS_3136398328284059624
3083620567073428783;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ""ВОЛОДАРСКИЙ""";93;800-029;21000000000;;MVDR23_DEPARTMENTS_3083620567073428783
3177137423469515833;ОМВД РОССИИ ПО ШЕКСНИНСКОМУ РАЙОНУ;35;;;;MVDR23_DEPARTMENTS_3177137423469515833
3085042372879324596;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ""СВЕРДЛОВСКИЙ""";94;810-014;43534000;;MVDR23_DEPARTMENTS_3085042372879324596
3176312340714886981;ОП (дислокация п. Николаевка) ОМВД России по Смидовичскому району;79;;;;MVDR23_DEPARTMENTS_3176312340714886981
3085070727464883408;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ""ЛИСИЧАНСКИЙ""";94;810-017;43716000;;MVDR23_DEPARTMENTS_3085070727464883408
3176939152176321920;"ОП по Сямженскому району МО МВД России ""Верховажский""";35;;;;MVDR23_DEPARTMENTS_3176939152176321920
3176311212707157596;ОМВД России по Смидовичскому району;79;;;;MVDR23_DEPARTMENTS_3176311212707157596
3201892647169954962;ДЧ ОМВД России по Октябрьскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3201892647169954962
3083605325333403326;"2 ОТДЕЛЕНИЕ (ПО ОБСЛУЖИВАНИЮ ИЛЬИЧЕВСКОГО РАЙОНА Г.МАРИУПОЛЯ) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ""МАРИУПОЛЬСКОЕ""";93;800-024;21000000000;;MVDR23_DEPARTMENTS_3083605325333403326
3141482302169683787;Отдел Министерства внутренних дел по Лениногорскому району;16;;;;MVDR23_DEPARTMENTS_3141482302169683787
3082818652093814309;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ГОРЛОВСКОЕ""";93;800-012;21000000000;;MVDR23_DEPARTMENTS_3082818652093814309
3083624644247295516;"ОТДЕЛ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ЕНАКИЕВСКИЙ""";93;800-031;21000000000;;MVDR23_DEPARTMENTS_3083624644247295516
3202578196654462389;ДЧ ПП №1 (дислокация с.Коса) МО МВД России «Кочевский»;59;;;;MVDR23_DEPARTMENTS_3202578196654462389
3184199733312754995;УЭБиПК УМВД России по Вологодской области;35;;;;MVDR23_DEPARTMENTS_3184199733312754995
3109693969764717676;Отдел МВД России по Ленинск-Кузнецкому муниципальному округу;42;;;;MVDR23_DEPARTMENTS_3109693969764717676
3201103834306843707;УФСБ России по Алтайскому краю;00;;;;MVDR23_DEPARTMENTS_3201103834306843707
3135677333566919772;Отдел МВД России по Крапивинскому муниципальному округу;42;;;;MVDR23_DEPARTMENTS_3135677333566919772
3201165689150772246;ДЧ Отдела полиции № 2 (дислокация Индустриальный район) Управления МВД России по г. Перми;59;;;;MVDR23_DEPARTMENTS_3201165689150772246
3082821772446275016;"1 ОТДЕЛЕНИЕ (ПО ОБСЛУЖИВАНИЮ КАЛИНИНСКОГО РАЙОНА Г.ГОРЛОВКИ) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ГОРЛОВСКОЕ""";93;800-013;21000000000;;MVDR23_DEPARTMENTS_3082821772446275016
3176309286162666592;"МОМВД России ""Биробиджанский""";79;;;;MVDR23_DEPARTMENTS_3176309286162666592
3216260526413714668;УФСБ России по Краснодарскому краю;00;;;;MVDR23_DEPARTMENTS_3216260526413714668
3083592029532329048;"3 ОТДЕЛЕНИЕ ПО ОБСЛУЖИВАНИЮ СОВЕТСКОГО РАЙОНА Г.МАКЕЕВКИ ОВМ УМВД РФ ""МАКЕЕВСКОЕ""";93;800-019;21000000000;;MVDR23_DEPARTMENTS_3083592029532329048
3204699062737573501;ДЧ Отдела МВД России по Краснокамскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3204699062737573501
3190883635599250899;Линейный отдел полиции на станции Топки;42;;;;MVDR23_DEPARTMENTS_3190883635599250899
3136397090955990304;Отдел МВД России по г. Киселевск;42;;;;MVDR23_DEPARTMENTS_3136397090955990304
3196680163676919026;"ДЧ Отделения МВД России ""Частинское""";59;;;;MVDR23_DEPARTMENTS_3196680163676919026
3141480343748482724;Отдел Министерства внутренних дел по Менделеевск району;16;;;;MVDR23_DEPARTMENTS_3141480343748482724
3136393392905262244;"Межмуниципальный отдел МВД России ""Юргинский""";42;;;;MVDR23_DEPARTMENTS_3136393392905262244
3200436497060730202;"ДЧ МО МВД России ""Осинский""";59;;;;MVDR23_DEPARTMENTS_3200436497060730202
3177074363140675380;ДЧ ОМВД России по Красногвардейскому р-ну;31;;;;MVDR23_DEPARTMENTS_3177074363140675380
3141477696169580438;Отделение Министерства внутренних дел по Кайбицкому району;16;;;;MVDR23_DEPARTMENTS_3141477696169580438
3205958130286466422;"ДЧ ОМВД России ""Куединский"" Пермского края";59;;;;MVDR23_DEPARTMENTS_3205958130286466422
3190826219914401118;"Межмуниципальный отдел Министерства внутренних дел Российской Федерации ""Ардатовский""";13;;;;MVDR23_DEPARTMENTS_3190826219914401118
3202617249156306858;ОУУП и ПДН ОМВД России по Добрянскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3202617249156306858
3177086952721618877;ДЧ ОМВД России по Яковлевскому г.о.;31;;;;MVDR23_DEPARTMENTS_3177086952721618877
3195847395430635060;УТ МВД России по ЮФО;23;;;;MVDR23_DEPARTMENTS_3195847395430635060
3136360509964555998;"Отдел МВД России ""Беловский""";42;;;;MVDR23_DEPARTMENTS_3136360509964555998
3209767727874970944;"ДЧ МП ОП №2 (дислокация г.Гремячинск) МО МВД России ""Губахинский""";59;;;;MVDR23_DEPARTMENTS_3209767727874970944
3176465296403732112;ОМВД России по Тарногскому району;35;;;;MVDR23_DEPARTMENTS_3176465296403732112
3166382846080193823;Госавтоинспекция УМВД России по Липецкой области;48;;;;MVDR23_DEPARTMENTS_3166382846080193823
3176988141395384309;Отдел Министерства внутренних дел по Кукморскому району;16;;;;MVDR23_DEPARTMENTS_3176988141395384309
3197504667886032646;ДЧ Отдела МВД России по Чердынскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3197504667886032646
3176431416309192533;ЛОП на ЖД станции Валуйки Белгородского ЛО МВД России на транспорте;31;;;;MVDR23_DEPARTMENTS_3176431416309192533
3201906137200858992;"ДЧ МО МВД России ""Верещагинский""";59;;;;MVDR23_DEPARTMENTS_3201906137200858992
3190899527498339815;Пункт полиции №13 (по обслуживанию Кочкуровского района) межмуниципального отдела Министерства внутренних дел Российской Федерации «Лямбирский»;13;;;;MVDR23_DEPARTMENTS_3190899527498339815
3129356245958399902;Отдел Министерства внутренних дел по Зеленодольскому району;16;;;;MVDR23_DEPARTMENTS_3129356245958399902
3130092497707996219;Отдел Министерства внутренних дел по Тукаевскому району;16;;;;MVDR23_DEPARTMENTS_3130092497707996219
3083643243309569418;"ОТДЕЛ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ШАХТЕРСКИЙ""";93;800-038;21000000000;;MVDR23_DEPARTMENTS_3083643243309569418
3136581502205171447;Отдел Министерства внутренних дел по Агрызскому району;16;;;;MVDR23_DEPARTMENTS_3136581502205171447
3195843486112814472;Забайкальское ЛУ МВД России на транспорте;75;;;;MVDR23_DEPARTMENTS_3195843486112814472
3179145748902057146;Линейный отдел МВД России на станции Белово;42;;;;MVDR23_DEPARTMENTS_3179145748902057146
3177075561889535385;ДЧ ОМВД России по Краснояружскому р-ну;31;;;;MVDR23_DEPARTMENTS_3177075561889535385
3129162712173516325;"Отдел полиции № 3 ""Зареченский"" Управления министерства внутренних дел по городу Казани";16;;;;MVDR23_DEPARTMENTS_3129162712173516325
3211101742712231919;ОСР ДПС ГИБДД УМВД России по Вологодской области;35;;;;MVDR23_DEPARTMENTS_3211101742712231919
3176444597614154951;Отдел Министерства внутренних дел по Буинскому району;16;;;;MVDR23_DEPARTMENTS_3176444597614154951
3202294859129951618;ДЧ ОМВД России по Лысьвенскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3202294859129951618
3083597713384675036;"5 ОТДЕЛЕНИЕ ПО ОБСЛУЖИВАНИЮ ЧЕРВОНОГВАРДЕЙСКОГО РАЙОНА Г.МАКЕЕВКИ ОВМ УМВД РФ ""МАКЕЕВСКОЕ""";93;800-021;21000000000;;MVDR23_DEPARTMENTS_3083597713384675036
3202416119184889013;ДЧ Отделения МВД России по Оханскому городскому округу;59;;;;MVDR23_DEPARTMENTS_3202416119184889013
3209790448142914831;БСТМ ГУ МВД России по Пермскому краю;59;;;;MVDR23_DEPARTMENTS_3209790448142914831
3216873929549288608;Управление министерства внутренних дел по городу Казани;16;;;;MVDR23_DEPARTMENTS_3216873929549288608
3177159443523573619;УМВД России по г. Череповцу;35;;;;MVDR23_DEPARTMENTS_3177159443523573619
3177072217510909607;ДЧ ОМВД России по Ивнянскому р-ну;31;;;;MVDR23_DEPARTMENTS_3177072217510909607
3209766687234594696;"ДЧ МО МВД России ""Губахинский""";59;;;;MVDR23_DEPARTMENTS_3209766687234594696
3154553059565115181;Управление ФСБ России по Республике Татарстан;16;;;;MVDR23_DEPARTMENTS_3154553059565115181
3136415981102962518;Отдел МВД России по Таштагольскому району;42;;;;MVDR23_DEPARTMENTS_3136415981102962518
3135862864762378142;Отдел полиции на метрополитене Управления министерства внутренних дел по городу Казани;16;;;;MVDR23_DEPARTMENTS_3135862864762378142
3085010980057388311;МВД ПО ЛУГАНСКОЙ НАРОДНОЙ РЕСПУБЛИКЕ;94;;;;MVDR23_DEPARTMENTS_3085010980057388311
3136434284575855872;Отдел МВД России по Топкинскому муниципальному округу;42;;;;MVDR23_DEPARTMENTS_3136434284575855872
3177072984632333356;ДЧ ОМВД России по Корочанскому р-ну;31;;;;MVDR23_DEPARTMENTS_3177072984632333356
3083600175499842876;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ""МАРИУПОЛЬСКОЕ""";93;800-022;21000000000;;MVDR23_DEPARTMENTS_3083600175499842876
3176303563613673358;"ПП (дислокация с. Амурзет) МОМВД России ""Ленинский""";79;;;;MVDR23_DEPARTMENTS_3176303563613673358
3190884712117704670;Линейный отдел полиции на станции Тайга;42;;;;MVDR23_DEPARTMENTS_3190884712117704670
3084989909392430750;ОТДЕЛОМ ВНУТРЕННИХ ДЕЛ АЛДАНСКОГО УЛУСА РЕСПУБЛИКИ САХА (ЯКУТИЯ);14;142-006;;;MVDR23_DEPARTMENTS_3084989909392430750
3201907932715291834;"ДЧ ОП (дисл. Сива) МО МВД России ""Верещагинский""";59;;;;MVDR23_DEPARTMENTS_3201907932715291834
3134279414137755077;УБК МВД России;00;;;;MVDR23_DEPARTMENTS_3134279414137755077
3136402787600963014;Отделение МВД России по Гурьевскому муниципальному округу;42;;;;MVDR23_DEPARTMENTS_3136402787600963014
3087885194821112858;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ""МАРКОВСКИЙ""";94;810-031;43516000;;MVDR23_DEPARTMENTS_3087885194821112858
